dealer,make,category,perceived_price,price_with_reimbursment,fuel_policy,pick_up_policy,limit_km,km_fee,location,adress,phone,distance,seats,luggage,gas,transimission,pick_up_date,pick_up_time,return_date,return_time,cancellation_policy,taxes,modifications,insurance_conditions,city,start_date,end_date
http://xml.rentalcars.com:80/images/suppliers/firefly_logo_lrg.gif,Ford Focus Estate o similar,Compacto,"19,92€","39,40€					
					
                    (19,92€ + 19,48€ Franquicia)",false,Recogida Dentro de Aeropuerto,false,false,Barcelona Aeropuerto,Barcelona Aeropuerto,false,"Distancia al centro: 11,621 metros                            (oficina en un radio aproximado de 500 metros)",5,2,false,Transmisión manual,02/11/2015,10:00:00,04/11/2015,10:00:00,Cancelación hasta 48 horas antes (según proveedor),Impuestos y tasas,Permite modificaciones,"Condiciones del proveedor

             El alquiler incluye  * Kilometraje ilimitado  * Seguro ( - Cobertura Parcial por Colisión (CDW) - Seguro antirrobo - Responsabilidad civil contra terceros )  * Impuestos locales  * Recargo aeroportuario    Cargos locales obligatorios     Los clientes se hacen responsables de los peajes, tasas de congestión por la circulación; multas por velocidad, aparcamiento y de tráfico; y cualquier gasto administrativo asociado.   No está incluido    Otros cargos y extras opcionales  * Suplemento por recoger el vehículo fuera de los horarios de apertura (cuando corresponda)  * Cargo por devolver el coche en una oficina diferente (cuando corresponda)  * Extras adicionales solicitados en la oficina de alquiler (Ej: silla para niños, GPS)  * Entregar y Retirar (Ej: entrega en Hotel)  * Seguro suplementario para la cobertura de conductores y/o pasajeros heridos  * Multas, peajes y cargos de aparcamiento  Por favor, tenga en cuenta que los cargos que le cobren localmente por estos y otros artículos estarán sujetos a los impuestos de venta aplicables localmente. Los precios de los extras estan determinados por la empresa de alquiler local y estan sujetos a cambios.   Al retirar el vehículo: Hay una tasa de 33.00 € + impuestos, si retira el vehículo en horario fuera de oficina. Esto también se aplicará con independencia de si el vuelo se retrasa o si cliente llega más tarde de las 23:59 a la oficina.  Al devolver el vehículo: Firefly ofrece 2 horas de cortesía a sus clientes si llegan más tarde. Si se excede de las 2 horas, y el cliente no se pone en contacto con nosotros para pedir que le extiendan la reserva, le cobrarán 33.00 € al día + impuestos, además de la tarifa diaria aplicable, para cubrir el día extra que no estaba autorizado según el contrato.   Política de Pago  Importante: Algunos proveedores no aceptan la tarjeta de crédito China UnionPay o las tarjetas de crédito que tengan el logo de UnionPay para retirar el vehículo, como en Australia y Nueva Zelanda. Por favor, consulte la página web de UnionPay para más información.   Requisitos para el Depósito  Métodos aceptados por el proveedor al inicio del alquiler para cubrir el depósito:  Tarjeta de CR‰DITO - Mastercard / Visa (No de prepago).  Tarjeta de CR‰DITO - American Express.  Las tarjetas de crédito deben estar a nombre del conductor principal  El proveedor del coche de alquiler podría cobrarle un cargo adicional si utiliza su tarjeta de crédito para pagar por cualquier accesorio (opcional) localmente.   Edad del conductor y requisitos  La edad mínima para alquilar un coche es de 21 años.  Conductores jóvenes de entre 21 y 25 inclusive deberá pagar 5€ al día a un máximo de 60 € más impuestos   Todos los conductores deben estar en posesión de un permiso de conducir con una antigüedad mínima de 1 año(s)   Importante: No todos los proveedores aceptan las licencias de conducir expedidas en china, incluso con una traducción notarial. Por favor, consulte nuestros términos y condiciones para obtener más información o consúltenos antes de viajar.   Requisitos para retirar el vehículo   Es indispensable que lleve su pasaporte para poder identificarle.  Una licencia de conducir válida y su vale electrónico   Política de combustible  Deberá pagar por el combustible al recoger el coche y no es necesario que devuelva el coche con el tanque lleno  El precio por llenar el tanque de combustible varía dependiendo del tipo de vehículo. Importante: Por favor, tenga en cuenta que por razones de logística le podrán cobrar el combustible a una tarifa mayor a la disponible localmente.   Se efectuará un reembolso por el combustible no utilizado para alquileres de 1 a 99 días  Le entregarán el vehículo con un tanque lleno de combustible y el cliente deberá pagar por este al retirar el vehículo. Además, el cliente deberá pagar un suplemento de servicio de entre €17 and €36 para cubrir las logísticas de abastecimiento de combustible.  El cargo que le hagan por el tanque de combustible dependerá de el precio actual del combustible and el tamaño del tanque de vehículo.  Le harán un reembolso del combustible que quede en el tanque cuando devuelva el vehículo  Viajes internacionales  Si está pensando en conducir el vehículo alquilado fuera del país o isla donde lo retira, o cruzar la frontera, por favor notifíqueselo a uno de nuestros agentes con al menos 7 días de antelación. Existen restricciones en algunos países y debemos comunicárselo al proveedor con antelación.  Equipo Especial y Solicitudes Locales  Por favor, tenga en cuenta que todo equipamiento adicional (asientos para niños, cadenas para la nieve etc...) deberá pagarlo en la oficina del proveedor en el momento de retirar el vehículo y pueden estar sujetos a impuestos locales. Rentalcar (en colaboración con Atrapalo) enviará su solicitud al proveedor con antelación, sin embargo, no puede garantizar su disponibilidad.   Número de emergencia  Si tiene algún problema con su alquiler, no dude en llamar a nuestro teléfono de emergencias 00800 4473 3000. Nuestra central de reservas está abierta las 24 horas al día los 7 días de la semana.   Términos y Condiciones de Rentalcar (en colaboración con Atrapalo)  CANCELACIONES RESERVAS PAGADAS EN SU TOTALIDAD AL EFECTUAR LA RESERVA: Pueden ser canceladas online sin cargos hasta 48 horas antes del inicio del alquiler. Las reservas canceladas dentro de las 48 horas previas al inicio del alquiler tendrán un recargo equivalente a 3 días de alquiler. No se efectuarán devoluciones o cargos adicionales para reservas inferiores a 3 días. Si no puede recoger el vehículo debido a la falta de documentación o de una tarjeta de crédito válida se considerará como una cancelación dentro de las 48 horas previas, siempre y cuando la notificación se haga en el momento de la recogida.  CANCELAR RESERVAS QUE HAN SIDO PAGADAS CON DEPÓ“SITO: Si cancela antes de las 48 horas previas al inicio del alquiler deberá pagar un recargo equivalente al importe del depósito. Las reservas que se cancelen con menos de 48 horas, tendrán un recargo igual a 3 días de alquiler o al importe del depósito, aquel que sea mayor. Para las reservas de 3 o menos días de alquiler no reembolsaremos nada ni cobraremos cargos adicionales. Si no puede retirar el vehículo debido a la falta de documentación o de una tarjeta de crédito válida y nos lo notifica en el momentode retirar el vehículo consideraremos que cancela dentro de las 48 horas. En el caso de que no se haya procesado el pago completo de la reserva al menos 48 horas antes de la hora de retirada el vehículo, se procederá a la cancelación de la misma según los términos y condiciones anteriormente detallados.  CAMBIOS Puede modificar su reserva gratis siempre y cuando lo haga antes de la fecha de inicio del alquiler. Si cambia la duración, hora de recogida y/o devolución, oficina de alquiler o la categoría del vehículo el precio puede cambiar. De ser el caso la diferencia se calcularía tomando como referencia el precio publicado en nuestra página web y el precio del nuevo alquiler. El alquiler se calcula teniendo en cuenta el horario esdivcido en su vale de confirmación. Rentalcar (en colaboración con Atrapalo) no efectúa reembolsos por el tiempo o dias no disfrutados si devuelve el vehículo antes.  SI EL CLIENTE NO SE PRESENTA (NO SHOW) En el caso de no ser informados, antes de la fecha de inicio del alquiler, de su intención de cancelar la reserva deberá pagar el 100% del costo del alquiler. Además, si no pudo retirar el vehículo por falta de documentación, por no disponer de una tarjeta de crédito válida o sin fondos suficientes para cubrir el importe del depósito, y/o por no retirar el vehículo en la fecha y/u hora indicada, le aplicaremos los mismos gastos de cancelación.  Al retirar el vehículo en la oficina del proveedor, tanto el conductor principal como el conductor adicional (de ser el caso) deberán proporcionar una licencia de conducir con sus respectivos nombres. Si el conductor posee la licencia por menos de dos años o tiene algún cargo serio, deberá contactar a nuestra Central de Reservas, ya que el alquiler podría estar sujeto a restricciones. Por favor tenga en cuenta que su licencia internacional no sustituye a su licencia de conducir local. Al retirar su coche, es obligatorio que el conductor principal presente un permiso de conducir vigente, con su nombre completo, aun cuando presente la licencia de conducir internacional. La agencia local requiere normalmente un depósito de seguridad para retirar el vehículo y cubrir la franquicia del seguro y del combustible. Esta cantidad se bloquea en la tarjeta de crédito del conductor principal. Le devolverán el depósito de seguridad al finalizar el alquiler, siempre y cuando devuelva el vehículo en las mismas condiciones que cuando lo retiró. Los depósitos en EFECTIVO y con TARJETA DE D‰BITO son EN POCAS OCASIONES ACEPTADOS, por lo que le aconsejamos que se lo notifique a nuestra Central de Reservas para poder aconsejarle si no dispone de una tarjeta de crédito. Cuando retire el vehículo reviselo cuidadosamente y notifique cualquier daño al proveedor local antes de salir de irse. Igualmente recomendamos que al devolver el vehículo, lo inspeccione con la compañía de alquiler, para asegurarse que ambas partes estén de acuerdo con el estado de devolución del vehículo.  Todos los alquileres se cobran en franjas de 24 horas. Deberá pagar un día extra por cualquier franja de tiempo que exceda las 24 horas. Usted, el arrendatario, es el responsable de pagar todos los peajes, cargos de congestión, multas de aparcamiento e infracciones de tráfico. Por favor, tenga en cuenta que si retira el vehículo en el aeropuerto, deberá informar a Rentalcar (en colaboración con Atrapalo) de su número de vuelo al menos 3 días antes de la fecha de recogida. Rentalcar (en colaboración con Atrapalo) no se hace responsable si su vuelo se retrasa y no le entregan el vehículo debido a que no nos proporcionó su número de vuelo con antelación.  Si por cualquier motivo no está satisfecho con algún aspecto de su alquiler, debe informarnos al momento de retirar el vehículo. De seguir insatisfecho le recomendamos ponerse en contacto con nuestro departamento de atención al cliente: http://www.Rentalcar (en colaboración con Atrapalo)/ContactUs.do. Haremos todo lo posible por responderle en menos de 28 días desde la fecha de recibo de su email. Puede consultar nuestros Términos y Condiciones en http://www.Rentalcar (en colaboración con Atrapalo)/TermsAndConditions.do e informarle que al confirmar la reserva los aceptó.  Rentalcar (en colaboración con Atrapalo) es el nombre comercial de Rentalcar (en colaboración con Atrapalo) Limited, que es una sociedad de responsabilidad limitada registrada en Inglaterra y Gales (Número: 05179829) con domicilio social en 100 New Bridge Street, Londres, EC4V 6JA.   Información sobre los seguros  En el mostrador de nuestro proveedor, puede contratar una cobertura adicional, para reducir o eliminar la franquicia/depósito, o para cubrir aquellas partes que la Cobertura Parcial de Daños por Colisión (CDW) no cubra, como por ejemplo, neumáticos y parabrisas. Importante: Si contrata esta póliza con el proveedor, dicho contrato será entre usted y ellos. Como Rentalcar (en colaboración con Atrapalo) ya no estará involucrado, no podremos ayudarle si no queda satisfecho con el costo o la cobertura que ofrece esta póliza.  Cuando alquila un coche a través de Rentalcar (en colaboración con Atrapalo), su contrato de alquiler normalmente incluye Cobertura Parcial por Colisión (CDW) y seguro antirrobo. La Cobertura Parcial por Colisión (CDW) reducirá su responsabilidad de pagar por cualquier daño causado al vehículo durante el período de alquiler. La cobertura parcial de responsabilidad por robo exime por el daño resultante del intento de robo del vehículo, sus partes o accesorios y cualquier pérdida que nuestro proveedor pueda incurrir. Ambas coberturas están sujetas a exclusiones. Su obligación se reduce al pago de un monto, denominado franquicia, la cual limita su responsabilidad al coste de la franquicia. En algunos alquileres no existe franquicia, de ser el caso, se le notificará claramente en el proceso de reserva.  Su alquiler incluye Seguro Antirrobo y la Cobertura Parcial por Colisión (CDW) con una franquicia de 1000 EUR . El depósito se bloquea generalmente de su tarjeta de crédito. Si no tiene tarjeta de crédito, es posible que en algunas agencias acepten otros métodos. Si el conductor principal no dispone de una tarjeta de crédito, comuníquese cuanto antes con nuestra Central de Reservas para que puedan comprobar si la agencia local acepta depósitos en efectivo o en tarjeta de débito. Deberá notificárselo a nuestros agentes antes de la fecha de retirada del vehículo. Si daña el vehículo durante el alquiler, deberá pagar, dependiendo del daño, una cantidad máxima equivalente al valor de la franquicia. En el caso de que el conductor se haya comportado imprudentemente, negligentemente, o bien haya conducido bajo la influencia de alcohol o drogas, deberá responder por la cantidad total de los daños ocasionados. Por favor, tenga en cuenta que en la mayoría de las pólizas de seguro no cubre los cristales, neumáticos, bajos y el interior del vehículo, además de los cargos por remolque y/o pérdida de llaves. Lea cuidadosamente el contrato que firme en la oficina del proveedor para conocer exactamente cuales son todas las exclusiones y si tiene cualquier pregunta no dude en contactar a nuestra Central de Reservas. El proveedor local dispondrá de una serie de opciones o coberturas para reducir el riesgo y poder ampliar la cobertura de los seguros de pasajeros y objetos personales, en caso que así lo desee.",Barcelona,2015-11-02,2015-11-04
http://xml.rentalcars.com:80/images/suppliers/goldcar_logo_lrg.gif,Ford Focus Estate o similar,Compacto,"23,37€","49,47€					
					
                    (23,37€ + 26,10€ Franquicia)",false,Recogida Fuera de Aeropuerto,false,false,Barcelona Aeropuerto,Barcelona Aeropuerto,false,"Distancia al centro: 11,621 metros                            (oficina en un radio aproximado de 500 metros)",5,2,false,Transmisión manual,02/11/2015,10:00:00,04/11/2015,10:00:00,Cancelación hasta 48 horas antes (según proveedor),Impuestos y tasas,Permite modificaciones,"Condiciones del proveedor

             El alquiler incluye   * Limitado kilómetros para Todos los grupos de coches Limitado a kilómetros será para 1 a 3 días, 350KM por día. 4 to 6 días, 250KM por día. 7 to 14 días, 150KM por día. 15+ días, 100KM por día.  * Seguro ( - Cobertura Parcial por Colisión (CDW) - Seguro antirrobo - Responsabilidad civil contra terceros )  * Impuestos locales  * Recargo aeroportuario  * Cargo de oficina premium    Cargos locales obligatorios     Los clientes se hacen responsables de los peajes, tasas de congestión por la circulación; multas por velocidad, aparcamiento y de tráfico; y cualquier gasto administrativo asociado.   No está incluido    Otros cargos y extras opcionales  * Suplemento por recoger el vehículo fuera de los horarios de apertura (cuando corresponda)  * Cargo por devolver el coche en una oficina diferente (cuando corresponda)  * Extras adicionales solicitados en la oficina de alquiler (Ej: silla para niños, GPS)  * Multas, peajes y cargos de aparcamiento  Por favor, tenga en cuenta que los cargos que le cobren localmente por estos y otros artículos estarán sujetos a los impuestos de venta aplicables localmente. Los precios de los extras estan determinados por la empresa de alquiler local y estan sujetos a cambios.    Política de Pago  Importante: Algunos proveedores no aceptan la tarjeta de crédito China UnionPay o las tarjetas de crédito que tengan el logo de UnionPay para retirar el vehículo, como en Australia y Nueva Zelanda. Por favor, consulte la página web de UnionPay para más información.   Requisitos para el Depósito  Métodos aceptados por el proveedor al inicio del alquiler para cubrir el depósito:  Tarjeta de CR‰DITO - Mastercard / Visa (No de prepago).  Las tarjetas de crédito deben estar a nombre del conductor principal  Tarjeta de débito  Al retirar el vehículo en la oficina del proveedor este le bloqueará en su tarjeta de crédito un depósito de entre 950€ and 1900€  Edad del conductor y requisitos  La edad mínima para alquilar un coche es de 21 años.  Conductores jóvenes de entre 21 y 24 inclusive deberá pagar €5 + tax al día a un máximo de €60 + tax  Todos los conductores deben estar en posesión de un permiso de conducir con una antigüedad mínima de 1 año(s)   Importante: No todos los proveedores aceptan las licencias de conducir expedidas en china, incluso con una traducción notarial. Por favor, consulte nuestros términos y condiciones para obtener más información o consúltenos antes de viajar.   Requisitos para retirar el vehículo  Para recoger el coche deberá presentar su carnet de conducir internacional si la licencia no está escrita en alfabeto romano.  Es indispensable que lleve su pasaporte para poder identificarle.  Una licencia de conducir válida y su vale electrónico   Política de combustible  Le entregarán el vehículo con un tanque lleno de combustible y el cliente deberá pagar por este al retirar el vehículo. Además, el cliente deberá pagar un suplemento de servicio de entre €16 and €42 para cubrir las logísticas de abastecimiento de combustible.  El cargo que le hagan por el tanque de combustible dependerá de el precio actual del combustible and el tamaño del tanque de vehículo.  Debido a la logística de repostaje, podrían cobrarle más de lo que lo haría en una gasolinera local.  Le harán un reembolso del combustible que quede en el tanque cuando devuelva el vehículo , sin incluir el cargo por servicio.   Viajes internacionales  Si está pensando en conducir el vehículo alquilado fuera del país o isla donde lo retira, o cruzar la frontera, por favor notifíqueselo a uno de nuestros agentes con al menos 7 días de antelación. Existen restricciones en algunos países y debemos comunicárselo al proveedor con antelación.  Equipo Especial y Solicitudes Locales  Por favor, tenga en cuenta que todo equipamiento adicional (asientos para niños, cadenas para la nieve etc...) deberá pagarlo en la oficina del proveedor en el momento de retirar el vehículo y pueden estar sujetos a impuestos locales. Rentalcar (en colaboración con Atrapalo) enviará su solicitud al proveedor con antelación, sin embargo, no puede garantizar su disponibilidad.   Número de emergencia  Si tiene algún problema con su alquiler, no dude en llamar a nuestro teléfono de emergencias 00800 4473 3000. Nuestra central de reservas está abierta las 24 horas al día los 7 días de la semana.   Términos y Condiciones de Rentalcar (en colaboración con Atrapalo)  CANCELACIONES RESERVAS PAGADAS EN SU TOTALIDAD AL EFECTUAR LA RESERVA: Pueden ser canceladas online sin cargos hasta 48 horas antes del inicio del alquiler. Las reservas canceladas dentro de las 48 horas previas al inicio del alquiler tendrán un recargo equivalente a 3 días de alquiler. No se efectuarán devoluciones o cargos adicionales para reservas inferiores a 3 días. Si no puede recoger el vehículo debido a la falta de documentación o de una tarjeta de crédito válida se considerará como una cancelación dentro de las 48 horas previas, siempre y cuando la notificación se haga en el momento de la recogida.  CANCELAR RESERVAS QUE HAN SIDO PAGADAS CON DEPÓ“SITO: Si cancela antes de las 48 horas previas al inicio del alquiler deberá pagar un recargo equivalente al importe del depósito. Las reservas que se cancelen con menos de 48 horas, tendrán un recargo igual a 3 días de alquiler o al importe del depósito, aquel que sea mayor. Para las reservas de 3 o menos días de alquiler no reembolsaremos nada ni cobraremos cargos adicionales. Si no puede retirar el vehículo debido a la falta de documentación o de una tarjeta de crédito válida y nos lo notifica en el momentode retirar el vehículo consideraremos que cancela dentro de las 48 horas. En el caso de que no se haya procesado el pago completo de la reserva al menos 48 horas antes de la hora de retirada el vehículo, se procederá a la cancelación de la misma según los términos y condiciones anteriormente detallados.  CAMBIOS Puede modificar su reserva gratis siempre y cuando lo haga antes de la fecha de inicio del alquiler. Si cambia la duración, hora de recogida y/o devolución, oficina de alquiler o la categoría del vehículo el precio puede cambiar. De ser el caso la diferencia se calcularía tomando como referencia el precio publicado en nuestra página web y el precio del nuevo alquiler. El alquiler se calcula teniendo en cuenta el horario esdivcido en su vale de confirmación. Rentalcar (en colaboración con Atrapalo) no efectúa reembolsos por el tiempo o dias no disfrutados si devuelve el vehículo antes.  SI EL CLIENTE NO SE PRESENTA (NO SHOW) En el caso de no ser informados, antes de la fecha de inicio del alquiler, de su intención de cancelar la reserva deberá pagar el 100% del costo del alquiler. Además, si no pudo retirar el vehículo por falta de documentación, por no disponer de una tarjeta de crédito válida o sin fondos suficientes para cubrir el importe del depósito, y/o por no retirar el vehículo en la fecha y/u hora indicada, le aplicaremos los mismos gastos de cancelación.  Al retirar el vehículo en la oficina del proveedor, tanto el conductor principal como el conductor adicional (de ser el caso) deberán proporcionar una licencia de conducir con sus respectivos nombres. Si el conductor posee la licencia por menos de dos años o tiene algún cargo serio, deberá contactar a nuestra Central de Reservas, ya que el alquiler podría estar sujeto a restricciones. Por favor tenga en cuenta que su licencia internacional no sustituye a su licencia de conducir local. Al retirar su coche, es obligatorio que el conductor principal presente un permiso de conducir vigente, con su nombre completo, aun cuando presente la licencia de conducir internacional. La agencia local requiere normalmente un depósito de seguridad para retirar el vehículo y cubrir la franquicia del seguro y del combustible. Esta cantidad se bloquea en la tarjeta de crédito del conductor principal. Le devolverán el depósito de seguridad al finalizar el alquiler, siempre y cuando devuelva el vehículo en las mismas condiciones que cuando lo retiró. Los depósitos en EFECTIVO y con TARJETA DE D‰BITO son EN POCAS OCASIONES ACEPTADOS, por lo que le aconsejamos que se lo notifique a nuestra Central de Reservas para poder aconsejarle si no dispone de una tarjeta de crédito. Cuando retire el vehículo reviselo cuidadosamente y notifique cualquier daño al proveedor local antes de salir de irse. Igualmente recomendamos que al devolver el vehículo, lo inspeccione con la compañía de alquiler, para asegurarse que ambas partes estén de acuerdo con el estado de devolución del vehículo.  Todos los alquileres se cobran en franjas de 24 horas. Deberá pagar un día extra por cualquier franja de tiempo que exceda las 24 horas. Usted, el arrendatario, es el responsable de pagar todos los peajes, cargos de congestión, multas de aparcamiento e infracciones de tráfico. Por favor, tenga en cuenta que si retira el vehículo en el aeropuerto, deberá informar a Rentalcar (en colaboración con Atrapalo) de su número de vuelo al menos 3 días antes de la fecha de recogida. Rentalcar (en colaboración con Atrapalo) no se hace responsable si su vuelo se retrasa y no le entregan el vehículo debido a que no nos proporcionó su número de vuelo con antelación.  Si por cualquier motivo no está satisfecho con algún aspecto de su alquiler, debe informarnos al momento de retirar el vehículo. De seguir insatisfecho le recomendamos ponerse en contacto con nuestro departamento de atención al cliente: http://www.Rentalcar (en colaboración con Atrapalo)/ContactUs.do. Haremos todo lo posible por responderle en menos de 28 días desde la fecha de recibo de su email. Puede consultar nuestros Términos y Condiciones en http://www.Rentalcar (en colaboración con Atrapalo)/TermsAndConditions.do e informarle que al confirmar la reserva los aceptó.  Rentalcar (en colaboración con Atrapalo) es el nombre comercial de Rentalcar (en colaboración con Atrapalo) Limited, que es una sociedad de responsabilidad limitada registrada en Inglaterra y Gales (Número: 05179829) con domicilio social en 100 New Bridge Street, Londres, EC4V 6JA.   Información sobre los seguros  En el mostrador de nuestro proveedor, puede contratar una cobertura adicional, para reducir o eliminar la franquicia/depósito, o para cubrir aquellas partes que la Cobertura Parcial de Daños por Colisión (CDW) no cubra, como por ejemplo, neumáticos y parabrisas. Importante: Si contrata esta póliza con el proveedor, dicho contrato será entre usted y ellos. Como Rentalcar (en colaboración con Atrapalo) ya no estará involucrado, no podremos ayudarle si no queda satisfecho con el costo o la cobertura que ofrece esta póliza.  Cuando alquila un coche a través de Rentalcar (en colaboración con Atrapalo), su contrato de alquiler normalmente incluye Cobertura Parcial por Colisión (CDW) y seguro antirrobo. La Cobertura Parcial por Colisión (CDW) reducirá su responsabilidad de pagar por cualquier daño causado al vehículo durante el período de alquiler. La cobertura parcial de responsabilidad por robo exime por el daño resultante del intento de robo del vehículo, sus partes o accesorios y cualquier pérdida que nuestro proveedor pueda incurrir. Ambas coberturas están sujetas a exclusiones. Su obligación se reduce al pago de un monto, denominado franquicia, la cual limita su responsabilidad al coste de la franquicia. En algunos alquileres no existe franquicia, de ser el caso, se le notificará claramente en el proceso de reserva.  Su alquiler incluye Seguro Antirrobo y la Cobertura Parcial por Colisión (CDW) con una franquicia de entre €1200 y €3000 . más impuestos.  Deberá dejar un depósito al retirar el vehículo, equivalente al valor de la franquicia y los gastos de combustible  El depósito se bloquea generalmente de su tarjeta de crédito. Si no tiene tarjeta de crédito, es posible que en algunas agencias acepten otros métodos. Si el conductor principal no dispone de una tarjeta de crédito, comuníquese cuanto antes con nuestra Central de Reservas para que puedan comprobar si la agencia local acepta depósitos en efectivo o en tarjeta de débito. Deberá notificárselo a nuestros agentes antes de la fecha de retirada del vehículo. Si daña el vehículo durante el alquiler, deberá pagar, dependiendo del daño, una cantidad máxima equivalente al valor de la franquicia. En el caso de que el conductor se haya comportado imprudentemente, negligentemente, o bien haya conducido bajo la influencia de alcohol o drogas, deberá responder por la cantidad total de los daños ocasionados. Por favor, tenga en cuenta que en la mayoría de las pólizas de seguro no cubre los cristales, neumáticos, bajos y el interior del vehículo, además de los cargos por remolque y/o pérdida de llaves. Lea cuidadosamente el contrato que firme en la oficina del proveedor para conocer exactamente cuales son todas las exclusiones y si tiene cualquier pregunta no dude en contactar a nuestra Central de Reservas. El proveedor local dispondrá de una serie de opciones o coberturas para reducir el riesgo y poder ampliar la cobertura de los seguros de pasajeros y objetos personales, en caso que así lo desee.  Reembolso de la franquicia por daños de Rentalcar (en colaboración con Atrapalo)  Rentalcar (en colaboración con Atrapalo) ofrece una Cobertura de Franquicia en caso de daños que, si adquiere antes de retirar el vehículo, le ofrece el reembolso de los daños (excluye gastos de administración e inmovilización) abonados al proveedor, como resultado de la reclamación de este por la Cobertura Parcial por Colisión (CDW) y debido a los daños causados al vehículo durante el alquiler. Si usted, el arrendatario, adquiere este producto, debe tener en cuenta que la agencia local igualmente le cobrará la franquicia por los daños ocasionados al vehículo, pero podrá reclamar el reembolso a Rentalcar (en colaboración con Atrapalo). Nuestro producto de Reembolso de la Franquicia por Daños no cubre aquellos gastos que queden invalidados por la Cobertura Parcial por Colisión (CDW) del proveedor local, como la negligencia o violación de los términos del contrato de alquiler. Asimismo, no cubrirá aquellos cargos que no estén incluidos en la Cobertura Parcial por Colisión (CDW). Entre las exclusiones más comunes se encuentran los parabrisas, ventanas, ruedas, neumáticos, interior y bajos del coche, objetos personales, cargos de remolque y la conducción fuera de carreteras no pavimentadas. Para la reclamación de Terceras Partes, Rentalcar (en colaboración con Atrapalo) requiere, por parte del proveedor, la confirmación de que su reclamación ha finalizado y la parte identificada de responsabilidad por daños. Para hacer una reclamación diríjase a http://www.Rentalcar (en colaboración con Atrapalo)/es/contact/ y seleccione Reclamación del Reembolso de la Franquicia. Para comprobar los Términos y Condiciones del Reembolso de la Franquicia por favor diríjase a www.Rentalcar (en colaboración con Atrapalo)/TermsAndConditions.do",Barcelona,2015-11-02,2015-11-04
